FanID,Age
4833,37
4841,77
4857,43
4860,78
4888,71
4893,43
4905,36
4916,42
4928,69
4937,49
4944,43
4958,48
4959,54
4983,62
4987,51
4994,38
5002,39
5026,62
5044,80
5052,38
5062,79
5081,53
5085,71
5088,54
5090,67
5095,65
5102,41
5104,77
5110,40
5120,77
5134,44
5137,55
5138,39
5147,40
5149,40
5178,41
5181,43
5211,38
5233,46
5258,41
5262,46
5268,74
5278,81
5305,46
5308,48
5310,45
5322,41
5362,39
5366,41
5371,41
5379,69
5401,76
5405,40
5413,45
5419,78
5420,47
5424,47
5427,62
5428,70
5437,38
5456,65
5464,57
5471,53
5485,51
5494,38
5503,41
5523,72
5525,72
5538,91
5543,63
5616,77
5629,55
5674,37
5704,68
5721,60
5736,70
5737,44
5754,75
5767,82
5791,79
5798,51
5830,83
5840,44
5862,61
5933,62
5953,80
5963,40
6015,78
6017,42
6035,75
6078,41
6079,64
6090,67
6098,40
6106,78
6116,76
6134,87
6142,77
6147,41
6150,75
6160,84
6169,81
6175,78
6176,41
6189,43
6206,72
6270,35
6319,69
6327,70
6345,47
6362,50
6396,56
6440,41
6442,71
6448,73
6464,55
6465,69
6488,56
6529,40
6535,46
6548,56
6560,39
6564,40
6570,45
6571,60
6573,40
6574,56
6582,82
6590,49
6593,42
6597,62
6599,43
6600,72
6603,63
6606,35
6611,79
6614,69
6618,52
6637,68
6650,40
6651,41
6674,41
6675,53
6676,65
6686,53
6689,56
6692,45
6694,62
6712,66
6714,64
6715,48
6755,76
6758,55
6759,44
6782,56
6791,41
6792,48
6795,63
6836,52
6857,34
6865,40
6873,62
6898,67
6905,72
6906,43
6907,64
6913,38
6927,62
6970,51
6991,42
6994,82
6997,67
7015,44
7020,36
7033,40
7035,48
7048,70
7050,42
7051,74
7064,40
7065,38
7077,40
7079,48
7091,42
7103,67
7106,49
7107,49
7112,48
7118,50
7119,58
7120,60
7121,50
7122,58
7124,49
7125,67
7126,84
7127,44
7130,48
7131,49
7132,48
7133,50
7134,55
7135,47
7136,51
7137,51
7140,54
7142,52
7145,47
7146,49
7147,43
7148,51
7155,42
7156,43
7158,66
7161,42
7162,42
7164,40
7165,63
7191,78
7199,72
7203,84
7204,42
7208,58
7254,42
7258,41
7259,45
7260,79
7261,54
7262,16
7263,76
7264,48
7267,48
7268,44
7269,51
7272,38
7276,53
7277,54
7279,39
7280,83
7282,54
7290,55
7305,87
7315,78
7403,82
7411,71
7433,83
7459,89
7479,69
7523,54
7571,77
7572,53
7581,77
7582,47
7597,40
7614,64
7615,65
7623,48
7628,44
7634,81
7643,45
7651,41
7681,54
7692,47
7712,42
7746,61
7751,38
7753,69
7778,39
7785,36
7812,44
7830,81
7832,49
7839,47
7852,35
7860,61
7863,40
7870,35
7876,64
7887,53
7893,72
7909,74
7933,77
7934,68
7940,72
7965,77
7967,63
7971,44
7976,40
7984,66
7996,45
8014,40
8032,83
8058,78
8079,79
8086,44
8087,41
8116,53
8140,71
8153,44
8163,59
8188,76
8193,48
8195,43
8197,82
8200,92
8207,71
8209,82
8210,60
8252,64
8265,43
8293,39
8306,39
8315,69
8326,41
8328,73
8337,43
8339,43
8354,99
8360,68
8362,44
8371,71
8378,57
8379,78
8383,43
8393,71
8426,39
8428,50
8444,55
8447,56
8449,63
8450,51
8453,46
8455,46
8456,43
8460,70
8467,56
8468,38
8469,39
8495,72
8499,65
8500,75
8501,38
8503,64
8520,76
8521,46
8524,34
8525,40
8526,55
8527,61
8528,34
8530,35
8550,72
8553,71
8567,39
8575,75
8592,95
8681,78
8689,45
8690,68
8705,51
8720,56
8744,36
8757,81
8765,43
8771,36
8784,70
8785,90
8800,66
8805,70
8809,36
8816,35
8818,35
8876,31
8920,73
8922,57
8928,42
8944,72
8966,42
8971,78
8973,82
8981,78
8993,40
9001,39
9008,91
9009,50
9017,56
9058,69
9060,45
9073,44
9089,58
9090,81
9105,46
9148,72
9152,45
9155,56
9163,38
9175,53
9231,75
9235,41
9256,42
9261,53
9276,51
9316,77
9324,55
9347,78
9352,72
9416,68
9426,55
9442,58
9452,80
9456,56
9493,63
9498,43
9514,55
9530,64
9555,68
9574,53
9624,47
9625,47
9636,64
9640,43
9647,50
9663,69
9687,44
9690,35
9692,67
9734,58
9766,39
9792,65
9819,59
9854,81
9889,66
9899,70
9923,45
9924,58
9940,58
9956,41
9974,46
9975,56
9982,90
9989,68
10006,44
10029,80
10043,44
10056,35
10057,37
10058,35
10064,35
10067,60
10070,48
10079,36
10143,69
10153,40
10155,72
10180,37
10186,46
10191,40
10215,81
10217,41
10231,42
10242,83
10244,79
10245,57
10273,64
10274,63
10277,36
10318,44
10331,46
10340,64
10355,55
10374,83
10380,52
10394,74
10414,72
10416,48
10447,44
10453,67
10466,45
10471,74
10472,72
10483,54
10490,77
10491,47
10500,73
10506,52
10510,58
10523,31
10531,41
10532,41
10562,48
10578,75
10623,64
10632,45
10651,55
10697,60
10761,43
10764,61
10783,44
10792,59
10793,76
10795,57
10800,51
10802,55
10805,75
10806,60
10808,50
10810,54
10815,45
10816,52
10817,44
10822,45
10823,45
10825,48
10831,47
10835,73
10837,41
10840,79
10844,74
10845,40
10847,70
10850,40
10860,68
10861,62
10870,41
10885,62
10902,43
10908,71
10954,42
10983,65
10993,42
11011,52
11045,53
11093,45
11131,44
11165,49
11166,41
11176,43
11178,88
11192,39
11197,39
11205,83
11216,38
11283,39
11364,50
11373,42
11392,42
11398,38
11424,79
11431,62
11441,80
11482,74
11532,68
11545,39
11548,47
11555,62
11560,76
11587,79
11590,38
11596,79
11614,79
11620,43
11639,39
11665,77
11674,66
11677,64
11682,84
11709,84
11717,42
11728,56
11758,56
11831,65
11833,64
11868,67
11881,67
11888,70
11895,59
11909,54
11952,37
11966,78
12026,80
12043,35
12071,70
12086,44
12110,48
12115,62
12127,61
12174,42
12198,35
12220,39
12231,50
12238,75
12250,43
12283,60
12286,62
12300,67
12337,56
12371,44
12384,58
12394,56
12417,43
12438,66
12451,72
12456,76
12460,35
12473,66
12477,74
12514,40
12525,35
12526,55
12531,45
12533,35
12555,86
12563,50
12586,88
12591,46
12596,76
12598,40
12600,54
12601,63
12607,61
12646,41
12647,51
12672,74
12679,76
12684,56
12709,53
12711,43
12735,70
12749,58
12762,48
12763,41
12773,67
12816,77
12824,66
12825,52
12839,72
12857,77
12884,37
12906,78
12920,63
12922,47
12924,82
12940,40
12944,40
12950,49
12952,48
12961,50
12962,43
12964,56
12977,94
12982,55
12983,71
12986,80
12988,41
12992,44
13004,88
13046,64
13051,84
13060,44
13063,63
13080,54
13086,73
13113,77
13116,91
13142,42
13170,57
13204,40
13214,46
13262,54
13277,65
13297,40
13322,41
13335,94
13340,52
13379,39
13418,56
13426,40
13440,53
13453,48
13514,50
13524,49
13534,49
13542,75
13550,53
13557,48
13597,36
13624,54
13647,68
13649,52
13670,59
13704,53
13706,48
13727,82
13737,54
13747,48
13798,73
13829,57
13839,72
13844,38
13872,66
13885,35
13911,94
13918,80
13927,69
13942,45
13948,40
13998,67
14017,61
14023,73
14024,44
14030,79
14032,40
14047,80
14060,37
14061,35
14065,36
14066,36
14068,36
14072,35
14078,35
14080,77
14090,44
14107,54
14120,39
14122,69
14123,39
14126,63
14127,48
14132,77
14138,63
14139,65
14140,50
14141,40
14145,74
14147,48
14149,60
14151,44
14152,43
14154,71
14155,66
14156,65
14157,49
14159,46
14164,78
14167,44
14170,55
14171,52
14178,45
14181,69
14185,48
14187,41
14188,44
14190,91
14191,62
14195,65
14198,58
14203,49
14204,41
14207,60
14208,43
14210,44
14213,61
14214,53
14215,83
14219,64
14223,45
14227,48
14231,51
14233,43
14235,49
14236,34
14240,40
14241,57
14242,48
14243,54
14245,40
14251,88
14252,61
14253,76
14258,40
14260,82
14263,40
14266,50
14272,58
14276,41
14277,80
14278,60
14279,77
14288,42
14292,40
14295,40
14297,42
14312,53
14320,88
14322,50
14334,50
14343,55
14348,44
14350,57
14364,60
14433,69
14434,45
14519,61
14526,62
14538,77
14552,63
14564,60
14566,51
14567,68
14569,50
14573,42
14574,39
14614,89
14671,69
14714,85
14751,74
14757,69
14764,74
14770,40
14771,54
14774,69
14788,63
14818,48
14829,76
14848,41
14926,89
14952,40
14992,62
14996,76
14999,46
15050,89
15059,71
15068,93
15082,46
15094,51
15119,77
15128,77
15145,76
15155,42
15163,83
15173,69
15201,87
15216,49
15229,41
15251,73
15271,82
15281,74
15283,58
15307,55
15318,73
15358,65
15371,73
15389,78
15393,40
15395,85
15404,54
15434,62
15497,44
15500,60
15511,68
15544,69
15661,57
15715,59
15805,58
15839,85
15848,56
15869,56
15870,53
15871,72
15875,49
15887,77
15895,75
15897,37
15898,60
15900,54
15904,44
15905,46
15907,44
15909,81
15910,65
15911,62
15912,63
15913,67
15915,72
15919,77
15921,65
15922,45
15923,82
15924,66
15926,61
15928,41
15929,62
15930,43
15933,40
15934,39
15936,75
15938,55
15939,50
15940,58
15941,64
15944,63
15947,38
15948,67
15949,56
15950,80
15951,40
15952,46
15953,47
15955,63
15958,41
15959,74
15961,52
15964,71
15965,53
15968,70
15970,41
15972,54
15973,45
15974,43
15978,53
15979,49
15980,40
15982,57
15983,37
15985,70
15995,46
16002,41
16010,66
16011,60
16014,79
16015,48
16034,66
16043,56
16045,48
16051,61
16055,77
16056,69
16057,62
16058,37
16065,41
16067,67
16095,65
16111,69
16117,77
16118,51
16119,78
16120,71
16121,47
16122,47
16123,46
16124,47
16126,43
16127,42
16128,42
16129,41
16130,41
16131,40
16144,41
16154,72
16158,44
16160,56
16162,73
16165,40
16178,44
16179,56
16184,69
16190,70
16193,72
16194,36
16195,71
16196,36
16200,38
16213,47
16223,49
16261,43
16292,47
16301,77
16303,75
16309,35
16334,49
16350,42
16400,60
16405,67
16432,43
16468,69
16476,75
16485,69
16509,83
16519,69
16525,67
16527,72
16534,74
16557,64
16573,64
16575,40
16585,42
16602,53
16627,55
16637,82
16666,74
16676,45
16694,55
16716,48
16731,36
16779,45
16847,41
16856,64
16870,41
16876,57
16879,47
17045,52
17113,35
17160,54
17184,51
17188,62
17247,51
17248,63
17280,36
17361,49
17363,41
17392,50
17409,47
17457,70
17458,88
17461,56
17486,39
17498,45
17531,72
17540,75
17542,40
17573,44
17576,45
17589,37
17613,35
17614,80
17630,80
17657,39
17674,39
17714,40
17729,59
17788,84
17794,41
17797,55
17804,87
17818,71
17840,82
17849,42
17877,51
17910,88
18065,58
18066,55
18071,45
18142,54
18162,54
18167,91
18183,45
18186,60
18198,40
18203,70
18234,62
18239,46
18241,43
18244,77
18256,91
18321,88
18340,74
18349,83
18363,56
18366,70
18372,94
18373,81
18377,60
18379,60
18381,71
18382,77
18388,76
18432,32
18434,79
18450,81
18457,53
18464,53
18467,48
18468,58
18471,39
18489,69
18497,44
18498,79
18502,78
18517,80
18534,41
18553,76
18581,77
18606,61
18608,72
18626,86
18631,44
18638,44
18639,43
18649,69
18654,42
18674,58
18675,44
18698,43
18706,43
18722,73
18725,46
18730,88
18750,76
18780,46
18804,70
18823,48
18828,58
18833,62
18843,48
18847,41
18851,44
18858,78
18877,72
18881,55
18882,61
18885,53
18887,82
18888,73
18893,45
18894,43
18896,44
18897,44
18898,42
18899,42
18902,40
18903,42
18906,40
18907,49
18908,55
18910,44
18914,81
18917,58
18918,62
18919,57
18920,58
18923,62
18925,68
18926,51
18927,48
18934,76
18941,39
18971,80
18981,68
19018,38
19036,83
19045,83
19105,48
19143,85
19228,41
19271,44
19279,76
19298,83
19315,86
19318,74
19339,40
19344,78
19362,88
19379,75
19382,45
19402,78
19464,70
19482,77
19541,81
19565,43
19597,77
19605,49
19606,65
19635,76
19641,76
19646,85
19649,66
19655,82
19657,44
19669,67
19673,46
19683,48
19689,81
19695,68
19710,41
19714,33
19754,40
19756,82
19798,39
19833,46
19836,40
19859,38
19860,94
19869,39
19879,79
19894,47
19898,69
19912,67
19924,81
19925,52
19929,66
19943,78
19962,46
19993,68
19997,70
20062,90
20082,38
20086,47
20089,41
20094,59
20120,78
20131,69
20139,62
20141,46
20154,34
20155,39
20174,44
20182,91
20184,61
20187,78
20188,48
20189,74
20196,46
20197,41
20202,65
20260,63
20262,76
20266,80
20269,44
20273,64
20281,34
20292,41
20293,87
20296,41
20298,35
20299,65
20306,48
20317,34
20320,49
20323,58
20326,69
20330,64
20331,102
20335,59
20336,46
20338,51
20342,81
20343,48
20344,57
20345,55
20346,45
20351,44
20361,41
20363,43
20365,45
20373,54
20375,48
20376,58
20377,43
20378,41
20380,61
20383,70
20388,64
20395,41
20399,65
20400,42
20410,58
20413,57
20422,47
20425,38
20426,39
20428,46
20433,80
20435,68
20438,68
20466,70
20473,41
20515,80
20516,44
20524,82
20533,66
20550,42
20562,41
20570,78
20577,51
20587,45
20597,69
20606,55
20640,58
20641,59
20708,37
20713,40
20728,39
20729,42
20733,68
20758,37
20760,42
20769,71
20778,35
20792,38
20795,36
20798,40
20799,35
20822,40
20839,36
20846,48
20868,42
20870,38
20885,68
20911,78
20926,88
20929,65
20934,36
20942,44
20965,68
20987,76
21036,55
21047,83
21056,82
21059,38
21073,92
21075,58
21079,51
21082,74
21087,41
21089,51
21112,41
21153,35
21200,94
21222,85
21233,65
21239,82
21245,55
21273,75
21294,52
21302,55
21305,55
21325,40
21353,45
21358,79
21418,70
21434,80
21451,49
21452,87
21453,82
21480,41
21509,73
21525,38
21543,40
21558,56
21562,76
21565,55
21571,40
21572,40
21602,47
21621,63
21622,65
21631,77
21649,69
21662,44
21677,57
21683,54
21693,38
21699,54
21704,78
21714,54
21723,78
21725,47
21732,34
21733,39
21738,41
21752,46
21756,43
21760,77
21766,68
21786,69
21791,40
21794,66
21802,43
21805,73
21812,41
21823,40
21825,75
21831,49
21837,39
21849,47
21850,39
21860,54
21879,71
21918,78
21923,73
21928,32
21969,73
21982,59
22027,51
22062,90
22117,74
22120,44
22136,73
22151,65
22156,41
22157,42
22161,75
22178,51
22180,54
22186,66
22190,91
22212,82
22222,42
22232,72
22286,86
22287,40
22300,38
22321,57
22343,42
22353,45
22363,42
22365,69
22397,52
22441,48
22454,54
22467,72
22480,81
22498,59
22499,81
22518,75
22537,68
22566,72
22584,91
22586,88
22589,52
22598,75
22599,68
22607,50
22619,58
22623,64
22635,69
22640,71
22645,62
22646,66
22668,72
22671,38
22675,72
22687,71
22690,39
22696,46
22705,69
22713,44
22714,74
22723,69
22729,55
22731,48
22733,69
22737,44
22758,51
22759,70
22769,56
22775,49
22786,78
22790,40
22805,74
22820,65
22821,76
22829,39
22832,37
22838,39
22857,75
22861,54
22862,38
22863,39
22889,42
22890,43
22924,76
22927,41
22929,60
22930,56
22931,42
22932,39
22933,86
22934,50
22936,64
22937,42
22939,48
22940,40
22942,42
22943,42
22944,42
22948,45
22951,53
22953,56
22954,53
22955,53
22956,48
22957,43
22958,43
22960,54
22961,40
22965,53
22966,42
22970,44
22971,46
22977,42
22980,44
22981,40
22982,67
22983,41
22986,48
22987,61
22989,43
22991,29
22992,41
22993,54
22994,44
22995,60
22997,56
23000,51
23001,55
23002,42
23004,67
23005,44
23007,38
23008,71
23009,39
23011,50
23014,57
23017,55
23026,33
23042,40
23052,71
23086,54
23105,73
23143,59
23144,69
23163,53
23172,51
23173,64
23177,46
23178,61
23189,62
23190,46
23210,60
23228,76
23249,68
23261,43
23264,41
23271,37
23279,80
23292,74
23331,68
23340,44
23355,45
23359,71
23378,46
23398,42
23402,41
23457,84
23481,77
23616,93
23645,72
23647,79
23744,60
23756,77
23757,41
23776,81
23795,80
23797,69
23804,69
23833,74
23853,60
23875,53
23878,69
23899,88
23908,40
23923,60
23924,41
23973,82
24027,68
24054,79
24105,80
24122,65
24130,43
24137,89
24145,38
24156,71
24179,58
24181,41
24267,65
24272,72
24278,41
24282,69
24288,73
24332,52
24365,55
24371,76
24379,71
24392,62
24397,79
24398,72
24402,50
24405,50
24407,65
24411,61
24438,41
24439,53
24453,46
24469,56
24470,42
24471,43
24472,90
24473,47
24475,39
24476,40
24479,55
24483,42
24484,70
24487,46
24499,40
24523,79
24531,71
24539,47
24540,36
24543,70
24554,67
24555,69
24574,39
24583,48
24588,65
24592,55
24598,74
24599,41
24608,37
24619,71
24623,54
24647,64
24659,54
24685,36
24707,77
24724,64
24739,44
24744,76
24771,47
24775,47
24799,35
24816,65
24823,35
24864,63
24866,43
24867,43
24874,42
24892,82
24901,58
24905,38
24911,81
24914,35
24935,53
24954,88
24960,61
24970,76
25008,67
25013,70
25019,69
25026,76
25046,82
25068,46
25084,73
25087,54
25094,87
25113,80
25117,46
25137,40
25167,38
25175,47
25185,66
25204,69
25211,41
25217,80
25228,44
25235,39
25258,74
25264,44
25272,54
25278,72
25288,65
25301,59
25304,71
25320,77
25329,37
25335,47
25339,55
25348,59
25352,73
25356,62
25360,53
25379,72
25398,71
25414,52
25418,36
25420,73
25424,57
25435,52
25444,43
25458,72
25471,38
25473,80
25474,55
25476,48
25492,71
25522,47
25549,76
25551,55
25562,73
25590,43
25624,81
25639,68
25667,58
25676,58
25748,58
25749,40
25751,38
25774,38
25784,67
25805,82
25809,48
25836,39
25868,47
25916,74
25940,76
25957,84
25973,72
25985,57
25992,72
25999,69
26023,76
26024,94
26028,38
26038,73
26101,72
26111,83
26115,47
26127,80
26169,64
26182,42
26199,82
26237,45
26238,79
26247,43
26281,70
26287,69
26301,45
26302,62
26334,79
26361,56
26364,76
26416,48
26418,42
26422,53
26423,47
26426,76
26431,54
26454,55
26476,39
26481,45
26490,81
26518,73
26547,70
26559,77
26573,80
26575,37
26601,85
26609,55
26610,72
26665,46
26667,67
26668,49
26670,67
26671,45
26673,65
26674,46
26675,65
26676,43
26677,64
26678,46
26680,55
26682,46
26683,67
26686,67
26687,47
26689,44
26691,65
26692,74
26693,76
26694,53
26695,74
26696,55
26697,63
26698,61
26700,86
26706,55
26711,56
26712,71
26713,40
26715,47
26719,54
26721,42
26724,44
26727,48
26734,34
26735,55
26736,57
26739,69
26741,36
26750,59
26751,85
26755,82
26760,51
26775,41
26776,44
26777,44
26778,43
26782,52
26787,42
26788,43
26789,78
26790,42
26793,39
26794,40
26797,45
26798,41
26799,40
26800,40
26801,41
26802,41
26803,43
26804,39
26807,41
26808,40
26809,42
26810,39
26811,42
26812,40
26816,47
26817,40
26821,71
26823,54
26824,41
26826,56
26831,39
26833,65
26835,36
26836,39
26837,38
26838,44
26840,45
26841,58
26842,40
26844,44
26845,40
26850,44
26862,45
26868,45
26869,49
26878,38
26894,56
26895,49
26921,60
26924,42
26942,44
26952,58
26953,75
26968,37
27002,57
27031,77
27041,45
27062,76
27120,48
27142,64
27157,38
27219,47
27234,37
27285,55
27294,43
27296,73
27307,41
27314,66
27317,41
27338,77
27370,66
27380,49
27399,40
27414,91
27418,44
27433,38
27470,74
27474,55
27484,66
27491,58
27500,50
27506,38
27509,65
27516,59
27527,67
27535,43
27540,78
27558,80
27573,50
27575,37
27603,88
27607,64
27639,82
27702,81
27712,74
27713,55
27722,76
27730,39
27742,78
27754,51
27816,42
27820,47
27832,70
27869,53
27880,56
27898,76
27930,58
27935,41
27936,62
27956,55
27961,85
27994,43
28001,44
28005,40
28013,77
28032,78
28042,47
28057,44
28058,79
28065,42
28068,81
28084,74
28093,47
28099,58
28102,39
28108,57
28111,37
28119,71
28136,57
28140,39
28153,77
28154,47
28156,62
28161,46
28175,51
28186,72
28199,55
28207,50
28215,41
28216,45
28217,82
28218,57
28234,56
28236,68
28243,41
28253,65
28254,46
28267,38
28276,70
28277,59
28289,51
28290,56
28291,44
28292,39
28293,42
28295,43
28303,54
28304,84
28331,79
28342,44
28365,47
28367,40
28368,74
28370,39
28373,41
28374,62
28378,39
28380,46
28383,44
28384,63
28388,41
28390,46
28397,51
28401,47
28402,47
28403,43
28405,72
28408,59
28411,56
28414,49
28415,77
28416,42
28417,39
28420,45
28421,41
28422,50
28423,82
28425,43
28469,69
28504,86
28521,72
28574,53
28581,41
28591,78
28628,72
28639,52
28640,47
28668,87
28686,47
28688,35
28700,86
28727,74
28728,35
28737,86
28746,72
28753,42
28757,39
28764,36
28776,79
28777,46
28784,72
28788,64
28790,45
28793,45
28801,65
28806,39
28808,69
28813,48
28838,55
28841,43
28842,55
28851,77
28858,58
28870,50
28878,73
28898,44
28899,48
28912,38
28916,87
28919,42
28924,56
28932,65
28935,79
28939,56
28952,56
28956,51
28984,79
28993,79
29001,78
29008,38
29013,41
29028,80
29039,48
29048,74
29147,59
29193,78
29231,44
29271,57
29291,50
29357,48
29378,63
29392,35
29452,62
29458,54
29483,38
29491,51
29513,43
29551,55
29583,75
29596,74
29597,58
29604,63
29629,45
29675,48
29686,53
29713,49
29745,59
29798,43
29814,40
29845,70
29903,46
29906,41
29914,93
29940,75
29953,71
29958,58
29980,42
29981,39
30025,71
30026,62
30032,50
30043,40
30045,47
30062,68
30063,48
30064,35
30067,41
30069,76
30071,48
30072,59
30074,79
30122,45
30127,46
30131,64
30170,47
30195,86
30231,43
30239,78
30240,46
30255,82
30271,79
30316,41
30317,38
30321,35
30322,75
30324,35
30327,62
30331,48
30345,35
30346,87
30348,36
30352,39
30353,36
30401,50
30403,50
30412,35
30426,60
30429,70
30453,45
30472,73
30474,65
30483,75
30491,59
30495,41
30503,71
30507,66
30508,43
30518,72
30528,71
30530,84
30534,63
30535,59
30541,60
30546,55
30547,71
30555,69
30558,63
30561,66
30563,39
30566,41
30572,42
30575,59
30581,60
30583,59
30584,45
30590,80
30611,43
30620,76
30666,39
30710,39
30717,58
30725,52
30732,64
30746,43
30769,69
30790,47
30792,37
30795,70
30806,39
30819,86
30833,48
30835,69
30841,49
30847,61
30865,76
30868,85
30869,68
30897,30
30906,53
30907,60
30910,42
30926,77
30932,40
30959,74
30967,55
30974,81
30975,36
30981,45
30983,36
30984,88
30985,76
30987,48
30991,62
30994,88
31037,46
31044,74
31051,46
31052,61
31055,73
31062,41
31081,79
31085,72
31103,43
31117,69
31136,39
31181,90
31194,66
31198,58
31200,90
31206,42
31211,68
31221,76
31263,49
31277,46
31291,86
31332,96
31339,41
31367,80
31394,93
31439,66
31457,56
31460,54
31492,75
31507,37
31534,75
31587,85
31620,57
31662,37
31681,42
31690,64
31711,58
31726,51
31769,93
31788,40
31794,55
31807,58
31811,66
31817,43
31818,60
31825,37
31827,44
31840,37
31846,68
31859,54
31878,73
31906,62
31921,74
31957,46
31984,39
32005,69
32008,51
32010,38
32014,52
32016,37
32059,43
32061,61
32098,77
32107,39
32112,51
32116,38
32180,38
32181,80
32190,72
32200,46
32203,50
32206,79
32214,55
32270,69
32308,37
32334,75
32342,56
32348,62
32425,83
32464,61
32471,49
32474,52
32483,68
32485,72
32489,49
32513,81
32521,56
32522,81
32583,38
32590,74
32613,46
32621,38
32649,43
32652,38
32653,48
32677,41
32690,57
32695,48
32720,44
32752,78
32774,46
32805,77
32816,74
32817,76
32876,48
32889,47
32898,50
32902,58
32951,70
32959,37
32969,48
32974,56
32978,38
32986,55
32988,55
32990,57
32999,41
33011,39
33012,41
33036,64
33047,35
33053,76
33105,73
33113,74
33164,77
33190,53
33195,50
33198,83
33202,68
33207,41
33210,77
33224,75
33227,64
33228,78
33229,73
33230,72
33232,76
33242,99
33245,63
33249,92
33251,90
33254,76
33353,55
33391,68
33411,75
33430,77
33455,63
33458,91
33483,78
33510,75
33516,42
33567,77
33575,40
33581,40
33586,76
33596,85
33605,82
33613,46
33625,78
33644,77
33655,56
33662,70
33666,56
33677,59
33762,74
33770,75
33776,34
33805,80
33824,77
33831,40
33834,37
33872,79
33886,71
33895,71
33962,77
33987,74
34000,88
34015,64
34028,77
34045,49
34074,59
34079,86
34100,36
34102,43
34107,35
34108,68
34109,35
34116,39
34123,35
34125,51
34126,58
34133,44
34136,71
34141,40
34145,72
34147,52
34148,56
34149,53
34150,88
34151,48
34152,56
34154,42
34155,44
34156,77
34158,39
34159,92
34160,39
34169,49
34173,68
34182,77
34184,48
34193,93
34206,82
34210,66
34214,34
34217,41
34219,36
34226,52
34228,61
34234,59
34235,62
34243,50
34249,66
34250,38
34254,78
34261,65
34264,64
34269,49
34272,65
34285,69
34295,54
34301,38
34302,38
34303,82
34304,70
34306,50
34307,41
34313,77
34314,69
34321,98
34322,77
34331,40
34342,72
34361,54
34363,84
34364,66
34367,41
34368,44
34380,62
34386,69
34393,66
